Образец	Страна	Год	Хозяин	Длина контига, нт	Профиль	Идентичность, %	Длина выравнивания, амк	Мисматчи, амк	Начало контига	Конец контига	Начало референса	Конец референса	Длина референса, амк	Покрытие контига, %	Покрытие референса, %	E-value	Bit-score	Бласт хит	Инфо	Источник
SRR23263149	China	2015	Hipposideros larvatus	427	Astroviridae|1B	66.0	141	48	5	427	14	154	522	99.1	27.0	1.13e-61	200.0	YP_009664790.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]	BioProject: PRJNA929070 | SRA Study: SRP419879 | Experiment: SRX19207474 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR23263149	China	2015	Hipposideros larvatus	609	Norovirus|polyprotein_nonstructural	37.3	75	38	263	460	158	232	487	32.5	15.4	6.10e-05	46.2	YP_009342179.1 RNA-dependent DNA polymerase [Lymphocystis disease virus Sa]	BioProject: PRJNA929070 | SRA Study: SRP419879 | Experiment: SRX19207474 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR23263149	China	2015	Hipposideros larvatus	926	Avisivirus|polyprotein	31.7	186	106	143	658	202	380	407	55.7	44.0	7.88e-16	80.5	NP_955592.1 p46 IN [Moloney murine leukemia virus]	BioProject: PRJNA929070 | SRA Study: SRP419879 | Experiment: SRX19207474 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR23263149	China	2015	Hipposideros larvatus	347	Kunsagivirus|polyprotein	61.6	86	29	3	248	705	790	1737	70.9	5.0	5.15e-28	109.0	NP_057933.2 Pr180 [Moloney murine leukemia virus]	BioProject: PRJNA929070 | SRA Study: SRP419879 | Experiment: SRX19207474 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR23263149	China	2015	Hipposideros larvatus	437	Avisivirus|polyprotein	51.1	45	22	135	1	330	374	484	30.9	9.3	1.22e-04	43.9	YP_010087922.1 RNA-dependent DNA polymerase [Lymphocystis disease virus 4]	BioProject: PRJNA929070 | SRA Study: SRP419879 | Experiment: SRX19207474 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR23263149	China	2015	Hipposideros larvatus	412	Vesivirus|polyprotein_nonstructural	50.0	48	24	208	351	9	56	160	35.0	30.0	2.35e-09	55.5	YP_010803578.1 cyclophilin-type peptidyl-prolyl cis-trans isomerase [Fadolivirus algeromassiliense]	BioProject: PRJNA929070 | SRA Study: SRP419879 | Experiment: SRX19207474 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	356	Kobuvirus|VP0-VP3-VP1	32.8	119	67	333	16	531	649	3061	89.3	3.9	4.30e-11	61.6	YP_009336575.1 hypothetical protein [Hubei picorna-like virus 29]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	712	Ampivirus|polyprotein	29.0	241	116	712	2	73	262	595	99.9	31.9	9.67e-21	93.6	YP_009325557.1 Glucosamine--fructose-6-phosphate aminotransferase [Only Syngen Nebraska virus 5]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	678	Astroviridae|1B	49.2	120	60	1	357	406	525	526	52.7	22.8	1.02e-31	124.0	YP_006905856.1 ORF1b, partial [Astrovirus VA4]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	575	Harkavirus|polyprotein	96.3	191	7	1	573	436	626	807	99.7	23.7	1.02e-119	360.0	NP_733846.1 capsid protein precursor, partial [Aphid lethal paralysis virus]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	445	Kunsagivirus|polyprotein	48.2	141	72	421	2	292	432	749	94.4	18.8	2.44e-38	140.0	YP_529549.2 RNA-dependent polymerase [Penaeid shrimp infectious myonecrosis virus]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	391	Crohivirus|polyprotein	91.5	130	11	391	2	84	213	1165	99.7	11.2	9.70e-75	243.0	YP_009342287.1 hypothetical protein 2 [Wuhan arthropod virus 2]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	779	Limnipivirus|polyprotein	39.7	73	32	89	307	2448	2508	3057	28.1	2.0	3.96e-05	48.1	YP_009351892.1 polyprotein [Pityohyphantes rubrofasciatus iflavirus]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	466	Kobuvirus|VP0-VP3-VP1	88.4	155	18	1	465	489	643	2428	99.8	6.4	8.83e-88	282.0	YP_009664723.1 polyprotein, partial [Bat picornavirus]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	7490	Enterovirus|polyprotein	58.3	2422	925	7323	199	1	2383	2383	95.1	100.0	0.00e+00	2750.0	YP_004782528.1 polyprotein [Bat picornavirus 1]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	564	Aphthovirus|polyprotein	35.6	87	50	403	161	334	420	2980	43.1	2.9	3.43e-12	67.4	YP_009047245.1 polyprotein [Lymantria dispar iflavirus 1]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	911	Kobuvirus|2A_2B_2C	96.7	303	10	2	910	1354	1656	2428	99.8	12.5	5.12e-193	588.0	YP_009664723.1 polyprotein, partial [Bat picornavirus]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	400	Recovirus|capsid	43.2	81	43	400	161	469	547	553	60.0	14.3	6.30e-11	61.6	YP_009914739.1 glutamine--tRNA ligase [Escherichia phage D6]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	356	Cosavirus|polyprotein	40.2	107	64	323	3	600	706	2070	90.2	5.2	2.85e-20	87.8	YP_009336540.1 hypothetical protein 1 [Hubei picorna-like virus 15]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	655	Crohivirus|polyprotein	96.3	218	8	655	2	633	850	2035	99.8	10.7	1.42e-136	424.0	NP_733845.1 nonstructural polyprotein [Aphid lethal paralysis virus]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	423	Tottorivirus|polyprotein	34.0	97	61	401	117	333	428	529	67.4	18.1	4.37e-07	50.8	YP_008327312.1 RNA-dependent RNA polymerase [Ustilaginoidea virens partitivirus 2]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	473	Astroviridae|1B	77.7	157	35	3	473	473	629	816	99.6	19.2	2.93e-87	274.0	YP_009664787.1 polyprotein 1AB, partial [Mamastrovirus 18]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	1318	Ampivirus|polyprotein	34.2	438	246	1310	33	2621	3028	3214	97.0	12.7	5.44e-50	186.0	YP_009315888.1 polyprotein [Burke-Gilman virus]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	3684	Parechovirus|2A_2B_2C	23.8	386	248	2892	1777	1365	1718	2853	30.3	12.4	1.49e-10	69.7	YP_009337046.1 hypothetical protein [Shuangao insect virus 12]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	8685	Hepatovirus|polyprotein	29.4	2211	1323	6122	42	861	3017	3021	70.0	71.4	1.37e-245	821.0	YP_009330008.1 hypothetical protein [Changjiang crawfish virus 4]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	373	Astroviridae|1B	77.4	124	28	372	1	140	263	522	99.7	23.8	2.95e-69	219.0	YP_009664790.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	340	Caliciviridae|capsid	73.2	112	30	1	336	2315	2426	3100	98.8	3.6	5.08e-50	172.0	YP_009337405.1 hypothetical protein [Hubei tetragnatha maxillosa virus 5]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	372	Astroviridae|1B	68.5	124	39	372	1	56	179	470	100.0	26.4	3.38e-59	191.0	YP_009664783.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD77/2007]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	412	Astroviridae|1B	71.1	135	39	7	411	184	318	470	98.3	28.7	5.19e-67	212.0	YP_009664783.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD77/2007]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	762	Astroviridae|1A	54.3	175	57	748	224	151	302	302	68.9	50.3	3.06e-53	177.0	YP_009664788.1 polyprotein 1a, partial [Mamastrovirus 18]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	304	Kobuvirus|3A_3B_3C_3D	46.5	101	51	296	3	2896	2996	3036	96.7	3.3	1.05e-20	88.2	YP_009002581.1 polyprotein [Antheraea pernyi iflavirus]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	1320	Kunsagivirus|polyprotein	30.9	376	240	2	1072	82	456	576	81.1	65.1	2.39e-44	166.0	YP_009342308.1 RdRp [Wuhan Millipede virus 4]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	1473	Astroviridae|1A	33.4	494	311	11	1471	3	485	849	99.2	56.9	1.15e-78	265.0	YP_004782205.1 ORF1a [Mouse astrovirus M-52/USA/2008]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	1976	Astroviridae|2	33.4	650	352	1976	138	184	789	801	93.1	75.7	4.62e-94	310.0	YP_009047080.1 ORF2 [Human astrovirus BF34]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	631	Bopivirus|polyprotein	40.5	121	64	627	274	1850	1965	2049	56.1	5.7	2.88e-13	71.2	YP_009336637.1 non structural polyprotein [Biomphalaria virus 1]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	7488	Enterovirus|polyprotein	58.3	2423	921	7321	203	1	2383	2383	95.1	100.0	0.00e+00	2742.0	YP_004782528.1 polyprotein [Bat picornavirus 1]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	4338	Parechovirus|3A_3B_3C_3D	29.3	775	457	212	2389	106	838	1035	50.2	70.8	6.64e-76	277.0	YP_009329958.1 hypothetical protein [Beihai noda-like virus 18]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	2459	Ampivirus|polyprotein	26.9	193	127	607	44	108	291	970	22.9	19.0	3.22e-05	51.2	YP_009801779.1 minor tail protein [Microbacterium phage Squash]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	383	Astroviridae|1B	75.6	127	31	381	1	153	279	522	99.5	24.3	6.01e-70	221.0	YP_009664790.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	968	Astroviridae|2	42.1	340	172	968	12	442	777	845	98.9	39.8	3.17e-72	241.0	YP_009664791.1 capsid protein precursor [Bat astrovirus Tm/Guangxi/LD38/2007]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	726	Crohivirus|polyprotein	26.0	250	169	724	5	215	458	818	99.2	29.8	1.23e-15	79.0	NP_046156.1 structural polyprotein [Rhopalosiphum padi virus]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	709	Astroviridae|2	87.4	215	27	63	707	81	295	845	91.0	25.4	5.63e-132	394.0	YP_009664791.1 capsid protein precursor [Bat astrovirus Tm/Guangxi/LD38/2007]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	9411	Cosavirus|polyprotein	25.7	604	395	4591	6366	1774	2335	2397	18.9	23.4	8.17e-28	128.0	YP_009552829.1 polyprotein [tremovirus B1]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	4329	Parechovirus|3A_3B_3C_3D	29.6	785	442	4119	1942	106	838	1035	50.3	70.8	1.66e-74	273.0	YP_009329958.1 hypothetical protein [Beihai noda-like virus 18]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	615	Crohivirus|polyprotein	30.8	159	95	121	588	1422	1568	2904	76.1	5.1	4.52e-11	64.7	YP_009337666.1 hypothetical protein [Hubei picorna-like virus 35]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	629	Astroviridae|2	51.6	223	83	1	597	367	588	850	94.9	26.1	3.63e-59	201.0	YP_009664789.1 capsid protein precursor [Mamastrovirus 18]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	308	Kobuvirus|VP0-VP3-VP1	86.3	102	14	3	308	900	1001	2428	99.4	4.2	1.41e-58	196.0	YP_009664723.1 polyprotein, partial [Bat picornavirus]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	373	Astroviridae|1A	42.0	119	68	15	371	332	449	849	95.7	13.9	6.57e-23	95.5	YP_004782205.1 ORF1a [Mouse astrovirus M-52/USA/2008]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	9131	Kobuvirus|polyprotein_custom	28.6	1264	758	6990	3421	4	1197	2095	39.1	57.0	1.11e-130	463.0	YP_009333580.1 hypothetical protein [Beihai picorna-like virus 99]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	458	Lagovirus|polyprotein_nonstructural	83.6	152	25	458	3	1670	1821	6754	99.6	2.3	2.11e-85	275.0	YP_010799342.1 polyprotein [Bat alphacoronavirus]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	302	Astroviridae|2	66.0	97	33	1	291	231	327	850	96.4	11.4	2.05e-38	138.0	YP_009664789.1 capsid protein precursor [Mamastrovirus 18]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	494	Kobuvirus|polyprotein_custom	78.2	170	25	1	492	1135	1298	2428	99.6	6.8	5.62e-68	226.0	YP_009664723.1 polyprotein, partial [Bat picornavirus]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	5040	Avisivirus|polyprotein	29.7	772	483	4598	2397	105	854	1012	43.7	74.1	1.89e-83	300.0	YP_009337232.1 hypothetical protein 1 [Sanxia water strider virus 17]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	4531	Parechovirus|3A_3B_3C_3D	33.7	448	264	2503	1238	31	471	509	27.9	86.6	1.35e-59	217.0	YP_009336735.1 hypothetical protein 2 [Hubei tombus-like virus 12]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	347	Crohivirus|polyprotein	31.7	101	63	42	326	415	515	865	82.1	11.7	3.42e-08	53.1	YP_009336582.1 hypothetical protein 2 [Changjiang picorna-like virus 12]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	395	Kobuvirus|VP0-VP3-VP1	87.8	131	16	394	2	995	1125	2428	99.5	5.4	1.47e-75	246.0	YP_009664723.1 polyprotein, partial [Bat picornavirus]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	357	Harkavirus|polyprotein	34.4	96	63	341	54	589	684	703	80.7	13.7	3.16e-14	70.5	YP_009505709.1 hypothetical protein D1P62_gp1 [Porcine adenovirus 4]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	2223	Cosavirus|polyprotein	37.4	649	362	6	1880	158	786	859	84.3	73.2	1.69e-124	395.0	YP_009337436.1 RNA-dependent RNA polymerase [Wenzhou narna-like virus 8]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	476	Hepatovirus|polyprotein	37.5	128	62	412	47	278	393	561	76.9	20.7	2.08e-09	58.2	YP_009346039.1 RdRp [Wuhan insect virus 22]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	1444	Norovirus|polyprotein_nonstructural	22.6	350	222	973	2	1067	1393	2901	67.3	11.3	1.33e-08	61.2	YP_009336612.1 hypothetical protein [Hubei picorna-like virus 39]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	1012	Kunsagivirus|polyprotein	36.2	298	178	8	883	123	414	470	86.6	62.1	1.41e-42	156.0	YP_009329882.1 RdRp [Wuhan insect virus 23]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	372	Astroviridae|1A	51.2	121	36	365	3	99	196	816	97.6	12.0	9.15e-28	109.0	YP_009664787.1 polyprotein 1AB, partial [Mamastrovirus 18]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	481	Avihepatovirus|polyprotein	98.8	160	2	481	2	36	195	807	99.8	19.8	4.49e-108	328.0	NP_733846.1 capsid protein precursor, partial [Aphid lethal paralysis virus]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	7824	Bopivirus|polyprotein	67.8	2384	706	7161	166	4	2378	2378	89.4	99.9	0.00e+00	3308.0	YP_005351240.1 polyprotein [Canine picornavirus]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	319	Astroviridae|1A	36.0	111	56	2	310	684	787	886	96.9	11.7	1.06e-06	48.5	YP_006905855.1 ORF1a [Astrovirus VA4]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	5189	Astroviridae|1B	65.5	469	162	3914	2508	1	469	470	27.1	99.8	2.08e-226	674.0	YP_009664783.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD77/2007]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	347	Astroviridae|1A	42.7	96	26	59	343	651	718	887	82.1	7.7	6.70e-06	46.6	YP_009345897.1 nonstructural protein 1a [Qinghai Himalayan marmot astrovirus 1]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	525	Enterovirus|polyprotein	29.9	154	99	3	443	1874	2025	3113	84.0	4.9	3.29e-14	72.8	YP_009336663.1 hypothetical protein [Wenling picorna-like virus 6]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	7028	Crohivirus|polyprotein	49.2	2184	1079	6586	89	1	2172	2173	92.5	100.0	0.00e+00	2149.0	YP_009345900.1 polyprotein [Crohivirus B]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	897	Astroviridae|1A	40.2	271	153	895	98	349	615	889	89.0	30.0	9.09e-56	196.0	YP_006905858.1 ORF1a [Astrovirus VA3]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	930	Hepatovirus|polyprotein	98.5	201	3	929	327	1835	2035	2035	64.8	9.9	2.14e-129	409.0	NP_733845.1 nonstructural polyprotein [Aphid lethal paralysis virus]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	312	Enterovirus|polyprotein	54.5	101	43	11	310	52	150	347	96.2	28.5	2.26e-32	118.0	YP_009330088.1 hypothetical protein 2 [Hubei sobemo-like virus 8]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
SRR24113076	China	2016	Myotis_chinensis	420	Cosavirus|polyprotein	56.7	141	58	2	418	251	390	576	99.3	24.3	5.17e-47	162.0	YP_009342308.1 RdRp [Wuhan Millipede virus 4]	BioProject: PRJNA953205 | SRA Study: SRP431665 | Experiment: SRX19912570 | source_file: batch_4/best_blast_hits.tsv	batch_4/best_blast_hits.tsv
