Образец	Страна	Год извлечения	Хозяин	Длина контига	Профиль	На что бластанулось	Bitscore	Информация
SRR19115554	Switzerland	2020	Myotis myotis	387	Hunnivirus	replication-associated protein [Gull circovirus]	156.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	414	Crohivirus	hypothetical protein 2 [Hubei toti-like virus 15]	156.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	297	Hepatovirus	hypothetical protein 1 [Hubei orthoptera virus 1]	155.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	947	Crohivirus	hypothetical protein [Hubei myriapoda virus 1]	155.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	561	Parechovirus	nonstructural protein [Centovirus AC]	155.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	532	Cosavirus	polyprotein [Corey virus]	155.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	546	Cosavirus	hypothetical protein [Hubei picorna-like virus 39]	155.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	601	Recovirus	tail fiber protein [Salmonella phage SEN4]	155.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	3494	Aquamavirus	hypothetical protein 1 [Beihai tombus-like virus 10]	155.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	558	Enterovirus	polyprotein [Moku virus]	155.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	1162	Crohivirus	hypothetical protein 2 [Hubei picorna-like virus 16]	154.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	301	Crohivirus	hypothetical protein [Wuhan fly virus 4]	154.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	868	Crohivirus	hypothetical protein [Hubei myriapoda virus 1]	154.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR30793080				446	Hepatovirus	hypothetical protein 1 [Hubei orthoptera virus 1]	154.0	
SRR33769988				530	Harkavirus	ORF B [Trichoplusia ni TED virus]	153.0	
SRR14381429	China	2020	Rhinolophus malayanus	548	Aphthovirus	hypothetical protein [Wuhan coneheads virus 1]	153.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	371	Norovirus	rolling-circle replication protein [Pleurochrysis carterae circular virus]	153.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	728	Harkavirus	hypothetical protein 1 [Hubei picorna-like virus 8]	152.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	2041	Limnipivirus	hypothetical protein F416_gp100 [Salmonella typhimurium phage PhiSH19]	152.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				914	Aalivirus	hypothetical protein tf_47 [Pseudomonas phage tf]	152.0	
SRR19115554	Switzerland	2020	Myotis myotis	488	Megrivirus	hypothetical protein 1 [Hubei picorna-like virus 24]	152.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	495	Kunsagivirus	hypothetical protein [Hubei picorna-like virus 26]	152.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	854	Senecavirus	hypothetical protein [Hubei myriapoda virus 1]	152.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	881	Megrivirus	hypothetical protein 1 [Hubei picorna-like virus 71]	152.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	445	Crohivirus	hypothetical protein [Hubei picorna-like virus 29]	152.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	1592	Astroviridae	hypothetical protein 1 [Wuhan arthropod virus 4]	151.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	813	Norovirus	rolling-circle replication protein [Pleurochrysis carterae circular virus]	151.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	420	Hepatovirus	minor head protein [Bacillus phage BCASJ1c]	151.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	359	Lagovirus	RNA-dependent RNA polymerase [Ustilaginoidea virens partitivirus 2]	151.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	337	Cosavirus	polyprotein [Washington bat picornavirus]	151.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	411	Crohivirus	polyprotein [Washington bat picornavirus]	151.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	552	Gallivirus	endonuclease [Escherichia phage phi92]	150.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	854	Hepatovirus	RNA-dependent RNA polymerase [Solenopsis invicta virus 4]	150.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	366	Norovirus	hypothetical protein 2 [Wuhan spider virus 6]	150.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	305	Cosavirus	hypothetical protein [Hubei picorna-like virus 26]	150.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	311	Caliciviridae	hypothetical protein 1 [Hubei picorna-like virus 24]	149.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR33769988				1914	Passerivirus	19.5g1 protein [Bracoviriform inaniti]	149.0	
SRR19115554	Switzerland	2020	Myotis myotis	642	Cosavirus	DNA polymerase [Clostridium phage CI461P1]	149.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	1157	Harkavirus	replication-associated protein [Cybaeus spider associated circular virus 1]	149.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				575	Crohivirus	coat protein [Cherry virus Trakiya]	148.0	
SRR19115554	Switzerland	2020	Myotis myotis	410	Parechovirus	polyprotein [parechovirus D1]	148.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	481	Crohivirus	hypothetical protein [Hubei picorna-like virus 26]	148.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR33769988				372	Kunsagivirus	pyruvate formate-lyase [Tetraselmis virus 1]	148.0	
SRR14381429	China	2020	Rhinolophus malayanus	537	Sakobuvirus	Hsp70 protein [Chrysochromulina ericina virus]	148.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	406	Mosavirus	polyprotein [Mouse Mosavirus]	148.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	629	Norovirus	replication-associated protein [Dragonfly larvae associated circular virus-4]	148.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				356	Parechovirus	polyprotein [parechovirus D1]	147.0	
SRR19115554	Switzerland	2020	Myotis myotis	680	Harkavirus	putative Rep protein [Circovirus-like genome DHCV-2]	147.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	702	Rosavirus	hypothetical protein [Wuhan coneheads virus 1]	147.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	370	Rosavirus	hypothetical protein [Hubei picorna-like virus 48]	147.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	395	Astroviridae	RdRp [Beihai barnacle virus 13]	146.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	449	Norovirus	hypothetical protein [Hubei picorna-like virus 34]	146.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				385	Erbovirus	ribonucleoside-diphosphate reductase large subunit [Agrobacterium phage Atu_ph07]	146.0	
SRR19115554	Switzerland	2020	Myotis myotis	358	Sakobuvirus	polyprotein [Helicoverpa armigera iflavirus]	146.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	431	Crohivirus	replicative protein [Halhan virus 3]	146.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	301	Astroviridae	non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]	146.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR33769988				1451	Aphthovirus	DNA topoisomerase II large subunit [Bacillus phage G]	146.0	
SRR30793080				346	Norovirus	replication-associated protein [Panicum ecklonii-associated virus]	145.0	
SRR19115554	Switzerland	2020	Myotis myotis	231	Enterovirus	polyprotein P2ab [Cocksfoot mottle virus]	145.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	1322	Parechovirus	putative Rep protein [Circovirus-like genome DCCV-5]	145.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	451	Aalivirus	DnaC-like helicase loader [Bacillus phage Mgbh1]	145.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	425	Gallivirus	RdRp [Wuhan insect virus 22]	145.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	508	Avihepatovirus	capsid protein precursor, partial [Aphid lethal paralysis virus]	145.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	559	Mamastrovirus	FtsK/SpoIIIE-like protein [Bacillus phage Riggi]	145.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	709	Crohivirus	hypothetical protein [Hubei myriapoda virus 1]	144.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR25884681				350	Sapovirus	RNA-dependent RNA polymerase [Cryptosporidium parvum virus 1]	144.0	
SRR19115554	Switzerland	2020	Myotis myotis	331	Norovirus	hypothetical protein 2 [Wuhan spider virus 6]	144.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				544	Norovirus	replication-associated protein [Sewage-associated circular DNA virus-20]	144.0	
SRR19115554	Switzerland	2020	Myotis myotis	341	Parechovirus	hypothetical protein [Hubei picorna-like virus 27]	144.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				375	Oscivirus	DNA-directed RNA polymerase [Stenotrophomonas phage Piffle]	143.0	
SRR14381429	China	2020	Rhinolophus malayanus	413	Crohivirus	hypothetical protein 1 [Wenzhou picorna-like virus 28]	143.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	1860	Crohivirus	hypothetical protein 2 [Beihai picorna-like virus 101]	143.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	869	Parechovirus	hypothetical protein [Hubei myriapoda virus 1]	143.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	868	Parechovirus	polyprotein [Kelp fly virus]	143.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	1652	Aquamavirus	hypothetical protein 1 [Beihai tombus-like virus 10]	143.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	546	Bopivirus	hypothetical protein 1 [Hubei picorna-like virus 70]	142.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	690	Senecavirus	hypothetical protein [Hubei myriapoda virus 1]	142.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR30793080				548	Cosavirus	endonuclease (endogenous virus) [Clostridium phage phiCT19406A]	142.0	
SRR14381429	China	2020	Rhinolophus malayanus	1759	Hepatovirus	hypothetical protein [Hubei myriapoda virus 1]	142.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	322	Mosavirus	hypothetical protein [Sanxia water strider virus 9]	141.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	314	Vesivirus	translation initiation factor 2 [Escherichia phage phi G17]	140.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	429	Aphthovirus	polyprotein [Washington bat picornavirus]	140.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				558	Harkavirus	RNA ligase [Caulobacter phage CcrSC]	140.0	
SRR19115554	Switzerland	2020	Myotis myotis	567	Harkavirus	hypothetical protein [Hubei picorna-like virus 68]	140.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	389	Norovirus	rolling-circle replication protein [Pleurochrysis carterae circular virus]	139.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	372	Crohivirus	hypothetical protein 2 [Hubei toti-like virus 15]	139.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				1617	Limnipivirus	ureohydrolase [Fadolivirus algeromassiliense]	139.0	
SRR19115554	Switzerland	2020	Myotis myotis	441	Rosavirus	hypothetical protein 1 [Shuangao insect virus 9]	139.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR33769988				499	Harkavirus	ORF B [Trichoplusia ni TED virus]	139.0	
SRR30793080				302	Rosavirus	AAA family ATPase [Paenibacillus phage PBL1c]	139.0	
SRR19115554	Switzerland	2020	Myotis myotis	375	Hepatovirus	hypothetical protein [Hubei picorna-like virus 26]	139.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	281	Crohivirus	nonstructural polyprotein [Goose dicistrovirus]	139.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	475	Crohivirus	hypothetical protein [Wenzhou picorna-like virus 47]	139.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	734	Crohivirus	hypothetical protein [Hubei myriapoda virus 1]	138.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	498	Hepatovirus	hypothetical protein [Changjiang picorna-like virus 5]	138.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	506	Oscivirus	hypothetical protein [Hubei myriapoda virus 1]	137.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	477	Avihepatovirus	putative capsid protein [Rhizoctonia solani virus]	137.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	527	Oscivirus	hypothetical protein [Hubei myriapoda virus 1]	137.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	593	Crohivirus	hypothetical protein [Hubei picorna-like virus 50]	137.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	423	Harkavirus	hypothetical protein [Hubei tick virus 2]	137.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	785	Bopivirus	polyprotein [Sacbrood virus]	137.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	998	Cosavirus	RNA-dependent RNA polymerase [Pseudogymnoascus destructans partitivirus-pa]	137.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	344	Hepatovirus	hypothetical protein [Hubei picorna-like virus 26]	137.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	288	Harkavirus	nonstructural polyprotein [Goose dicistrovirus]	137.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	1362	Enterovirus	polyprotein [Dinocampus coccinellae paralysis virus]	137.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR30793080				556	Gallivirus	pyruvate formate-lyase [Tetraselmis virus 1]	136.0	
SRR19115554	Switzerland	2020	Myotis myotis	1052	Norovirus	hypothetical protein 3 [Hubei toti-like virus 17]	136.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR33769988				4635	Hunnivirus	Reverse transcriptase [Melanoplus sanguinipes entomopoxvirus]	136.0	
SRR19115554	Switzerland	2020	Myotis myotis	363	Parechovirus	hypothetical protein [Hubei picorna-like virus 26]	136.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	1527	Parechovirus	RNA-dependent RNA polymerase [Penicillium stoloniferum virus S]	136.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	517	Crohivirus	hypothetical protein 2 [Hubei picorna-like virus 24]	136.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	321	Hepatovirus	hypothetical protein 1 [Hubei picorna-like virus 51]	136.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	282	Parechovirus	hypothetical protein [Hubei picorna-like virus 26]	136.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				343	Cosavirus	ribonucleotide reductase [Pseudomonas phage O4]	136.0	
SRR14381429	China	2020	Rhinolophus malayanus	646	Oscivirus	hypothetical protein [Hubei myriapoda virus 1]	136.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR33769988				739	Limnipivirus	gp11 [Brochothrix phage BL3]	135.0	
SRR33769988				24493	Hepatovirus	DNA topoisomerase 1 type prokaryotic [Pyramimonas orientalis virus]	135.0	
SRR14381429	China	2020	Rhinolophus malayanus	1109	Tremovirus	hypothetical protein [Hubei myriapoda virus 1]	135.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	997	Crohivirus	polyprotein [Corey virus]	135.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	555	Kobuvirus	hypothetical protein 1 [Wuhan spider virus 5]	135.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	899	Aphthovirus	hypothetical protein [Wenling picorna-like virus 9]	135.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	526	Ampivirus	ribonucleotide reductase [Halovirus HCTV-5]	135.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR14381429	China	2020	Rhinolophus malayanus	407	Caliciviridae	ATP-dependent protease [Agrobacterium phage Atu_ph07]	135.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	2816	Kobuvirus	hypothetical protein 1 [Hubei orthoptera virus 3]	135.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14860598				352	Tremovirus	glycerate kinase [Streptococcus thermophilus DSM 20617]	135.0	
SRR19115554	Switzerland	2020	Myotis myotis	592	Sakobuvirus	hypothetical protein [Wenzhou picorna-like virus 46]	134.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	202	Hepatovirus	replication-associated protein [Cyclovirus TsCyV-1_JP-NUBS-2014]	134.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	281	Harkavirus	capsid protein precursor [Goose dicistrovirus]	134.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	597	Crohivirus	hypothetical protein [Hubei picorna-like virus 31]	134.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	359	Cosavirus	hypothetical protein [Changping earthworm virus 1]	134.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				384	Potamipivirus	DNA methylase [Vibrio phage pYD38-B]	133.0	
SRR19115554	Switzerland	2020	Myotis myotis	253	Tremovirus	hypothetical protein [Hubei picorna-like virus 26]	133.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				334	Gallivirus	C-5 cytosine-specific DNA methylase [Aeromonas phage vB_AsaM_LPM4]	133.0	
SRR30793080				492	Gallivirus	tail fiber protein [Idiomarinaceae phage 1N2-2]	133.0	
SRR14860657				318	Lagovirus	hypothetical protein BpV1_011c [Bathycoccus sp. RCC1105 virus BpV1]	132.0	
SRR19115554	Switzerland	2020	Myotis myotis	552	Tremovirus	hypothetical protein [Hubei picorna-like virus 26]	132.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR33769988				397	Harkavirus	ORF B [Trichoplusia ni TED virus]	132.0	
SRR33769988				4326	Limnipivirus	Reverse transcriptase [Melanoplus sanguinipes entomopoxvirus]	132.0	
SRR19115554	Switzerland	2020	Myotis myotis	2433	Cosavirus	hypothetical protein 1 [Beihai picorna-like virus 121]	132.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	684	Enterovirus	replication associated protein [Deer faeces associated circular DNA virus 1]	132.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	481	Aphthovirus	hypothetical protein 1 [Wuhan spider virus 5]	132.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	558	Avihepatovirus	putative tail fiber assembly protein [Dickeya phage vB_DsoP_JA10]	132.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	228	Aphthovirus	replicase polyprotein [Acute bee paralysis virus]	132.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	365	Kunsagivirus	hypothetical protein [Hubei picorna-like virus 29]	132.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	769	Harkavirus	replication-associated protein [Sewage-associated circular DNA virus-20]	131.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	598	Crohivirus	hypothetical protein [Hubei picorna-like virus 28]	131.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR30793080				493	Sakobuvirus	chaperonin groEL [Flavobacterium phage vB_FspM_immuto_2-6A]	131.0	
SRR14381429	China	2020	Rhinolophus malayanus	648	Senecavirus	hypothetical protein [Hubei myriapoda virus 1]	131.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	247	Cosavirus	hypothetical protein [Hubei picorna-like virus 26]	131.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	401	Astroviridae	non-structural protein 1ab [Astrovirus VA1]	131.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	1094	Enterovirus	hypothetical protein 1 [Hubei sobemo-like virus 6]	130.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	422	Oscivirus	hypothetical protein [Wuhan coneheads virus 1]	130.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	343	Parechovirus	hypothetical protein [Hubei picorna-like virus 26]	130.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	1219	Potamipivirus	hypothetical protein 1 [Hubei diptera virus 22]	130.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	320	Hunnivirus	replication associated protein [Lake Sarah-associated circular virus-35]	129.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
