Query,Name,Contig,Frame,Score,From,To,Alignment_length,HMM_length,Coverage,Threshold,Score_ratio,Length_contig
Kobuvirus_2A_2B_2C,k141_7285|frame=-2,k141_7285,-2,24.66972541809082,259,414,156,635,0.24566929133858267,15,1.6446483612060547,2613
Kobuvirus_3A_3B_3C_3D,k141_7491|frame=-2,k141_7491,-2,24.63492202758789,363,521,159,627,0.2535885167464115,15,1.642328135172526,1527
Parechovirus_polyprotein,k141_20335|frame=2,k141_20335,2,24.613914489746094,38,244,207,2205,0.09387755102040816,12,2.0511595408121743,1706
Kobuvirus_VP0-VP3-VP1,k141_20596|frame=-2,k141_20596,-2,24.612136840820312,57,237,181,845,0.21420118343195266,15,1.6408091227213542,4011
Parechovirus_polyprotein,k141_8476|frame=-3,k141_8476,-3,24.595367431640625,40,244,205,2205,0.09297052154195011,12,2.0496139526367188,1966
Kobuvirus_3A_3B_3C_3D,k141_18644|frame=-1,k141_18644,-1,24.51709747314453,307,520,214,627,0.3413078149920255,15,1.634473164876302,4882
Astroviridae_1B,k141_9613|frame=-1,k141_9613,-1,24.496044158935547,231,388,158,516,0.3062015503875969,15,1.6330696105957032,849
Parechovirus_polyprotein,k141_29191|frame=-3,k141_29191,-3,24.457406997680664,375,499,125,2205,0.05668934240362812,12,2.038117249806722,598
Astroviridae_1A,k141_21974|frame=3,k141_21974,3,24.2460994720459,425,495,71,858,0.08275058275058275,15,1.6164066314697265,467
Kobuvirus_2A_2B_2C,k141_25796|frame=-1,k141_25796,-1,24.19235610961914,259,414,156,635,0.24566929133858267,15,1.612823740641276,4098
Parechovirus_VP0_VP3_VP1,k141_20611|frame=3,k141_20611,3,24.160356521606445,126,251,126,808,0.15594059405940594,12,2.0133630434672036,1390
Astroviridae_1A,k141_3170|frame=1,k141_3170,1,24.16029930114746,445,572,128,858,0.14918414918414918,15,1.6106866200764973,1564
Parechovirus_VP0_VP3_VP1,k141_34101|frame=-1,k141_34101,-1,24.13343620300293,132,209,78,808,0.09653465346534654,12,2.0111196835835776,605
Kobuvirus_polyprotein,k141_27380|frame=-1,k141_27380,-1,24.108367919921875,2233,2328,96,2410,0.03983402489626556,15,1.6072245279947917,976
Parechovirus_polyprotein,k141_34467|frame=1,k141_34467,1,24.082056045532227,374,500,127,2205,0.05759637188208617,12,2.006838003794352,4024
Kobuvirus_polyprotein,k141_13289|frame=-3,k141_13289,-3,24.040307998657227,349,491,143,2410,0.05933609958506224,15,1.6026871999104817,8021
Astroviridae_1A,k141_33252|frame=2,k141_33252,2,23.976831436157227,179,275,97,858,0.11305361305361306,15,1.5984554290771484,348
Parechovirus_VP0_VP3_VP1,k141_31680|frame=1,k141_31680,1,23.903244018554688,127,202,76,808,0.09405940594059406,12,1.9919370015462239,404
Kobuvirus_polyprotein,k141_33617|frame=3,k141_33617,3,23.900732040405273,1406,1507,102,2410,0.04232365145228216,15,1.5933821360270182,516
Parechovirus_polyprotein,k141_15118|frame=-2,k141_15118,-2,23.88318634033203,376,500,125,2205,0.05668934240362812,12,1.9902655283610027,2119
Kobuvirus_2A_2B_2C,k141_34296|frame=-1,k141_34296,-1,23.862218856811523,250,414,165,635,0.25984251968503935,15,1.5908145904541016,5012
Parechovirus_3A_3B_3C_3D,k141_18910|frame=-3,k141_18910,-3,23.83567237854004,333,464,132,567,0.2328042328042328,12,1.9863060315450032,970
Astroviridae_1A,k141_36906|frame=1,k141_36906,1,23.804109573364258,436,497,62,858,0.07226107226107226,15,1.5869406382242839,540
Parechovirus_polyprotein,k141_7285|frame=-2,k141_7285,-2,23.785627365112305,1164,1331,168,2205,0.0761904761904762,12,1.9821356137593586,2613
Kobuvirus_2A_2B_2C,k141_10396|frame=1,k141_10396,1,23.77474594116211,250,416,167,635,0.262992125984252,15,1.5849830627441406,5580
Astroviridae_1B,k141_16661|frame=-2,k141_16661,-2,23.767160415649414,133,404,272,516,0.5271317829457365,15,1.5844773610432943,6888
Parechovirus_3A_3B_3C_3D,k141_13160|frame=-3,k141_13160,-3,23.745075225830078,106,265,160,567,0.2821869488536155,12,1.978756268819173,2837
Parechovirus_polyprotein,k141_14505|frame=-2,k141_14505,-2,23.696664810180664,38,244,207,2205,0.09387755102040816,12,1.9747220675150554,3594
Astroviridae_1A,k141_26762|frame=3,k141_26762,3,23.694305419921875,177,271,95,858,0.11072261072261072,15,1.579620361328125,327
Parechovirus_polyprotein,k141_13486|frame=3,k141_13486,3,23.692310333251953,39,227,189,2205,0.08571428571428572,12,1.9743591944376628,4913
Parechovirus_VP0_VP3_VP1,k141_31821|frame=1,k141_31821,1,23.637449264526367,68,252,185,808,0.22896039603960397,12,1.9697874387105305,3428
Astroviridae_1B,k141_7491|frame=-2,k141_7491,-2,23.635576248168945,233,423,191,516,0.3701550387596899,15,1.5757050832112631,1527
Parechovirus_polyprotein,k141_25930|frame=1,k141_25930,1,23.628787994384766,374,500,127,2205,0.05759637188208617,12,1.9690656661987305,6623
Kobuvirus_polyprotein,k141_11964|frame=1,k141_11964,1,23.62579345703125,1406,1474,69,2410,0.02863070539419087,15,1.5750528971354167,303
Parechovirus_polyprotein,k141_27380|frame=-1,k141_27380,-1,23.58324432373047,2031,2160,130,2205,0.05895691609977324,12,1.9652703603108723,976
Kobuvirus_VP0-VP3-VP1,k141_16175|frame=2,k141_16175,2,23.441896438598633,77,209,133,845,0.15739644970414202,15,1.5627930959065754,5373
Parechovirus_polyprotein,k141_3305|frame=-1,k141_3305,-1,23.427080154418945,355,498,144,2205,0.0653061224489796,12,1.952256679534912,1249
Parechovirus_3A_3B_3C_3D,k141_21415|frame=1,k141_21415,1,23.31655502319336,105,265,161,567,0.2839506172839506,12,1.94304625193278,2466
Kobuvirus_polyprotein,k141_32794|frame=1,k141_32794,1,23.313186645507812,2237,2330,94,2410,0.03900414937759336,15,1.5542124430338542,422
Parechovirus_polyprotein,k141_14389|frame=-2,k141_14389,-2,23.26372718811035,375,500,126,2205,0.05714285714285714,12,1.9386439323425293,4785
Parechovirus_VP0_VP3_VP1,k141_27034|frame=1,k141_27034,1,23.254682540893555,125,251,127,808,0.15717821782178218,12,1.9378902117411296,2616
Kobuvirus_2A_2B_2C,k141_25930|frame=1,k141_25930,1,23.221641540527344,259,414,156,635,0.24566929133858267,15,1.5481094360351562,6623
Parechovirus_polyprotein,k141_34467|frame=1,k141_34467,1,23.214187622070312,38,228,191,2205,0.08662131519274377,12,1.9345156351725261,4024
Kobuvirus_2A_2B_2C,k141_23792|frame=-2,k141_23792,-2,23.19631004333496,250,415,166,635,0.2614173228346457,15,1.5464206695556642,8431
Kobuvirus_2A_2B_2C,k141_14601|frame=-2,k141_14601,-2,23.19514274597168,250,415,166,635,0.2614173228346457,15,1.5463428497314453,8438
Kobuvirus_polyprotein,k141_35113|frame=-2,k141_35113,-2,23.187171936035156,538,662,125,2410,0.05186721991701245,15,1.5458114624023438,868
Kobuvirus_2A_2B_2C,k141_32976|frame=-1,k141_32976,-1,23.154516220092773,259,416,158,635,0.24881889763779527,15,1.5436344146728516,7301
Kobuvirus_2A_2B_2C,k141_17285|frame=1,k141_17285,1,23.14879608154297,250,416,167,635,0.262992125984252,15,1.5432530721028646,9792
Parechovirus_VP0_VP3_VP1,k141_8554|frame=2,k141_8554,2,23.13829803466797,125,250,126,808,0.15594059405940594,12,1.9281915028889973,2780
Parechovirus_polyprotein,k141_14389|frame=-2,k141_14389,-2,23.0955753326416,38,244,207,2205,0.09387755102040816,12,1.9246312777201335,4785
Kobuvirus_polyprotein,k141_7285|frame=-2,k141_7285,-2,23.08118438720703,1396,1550,155,2410,0.06431535269709543,15,1.5387456258138021,2613
Parechovirus_VP0_VP3_VP1,k141_10387|frame=-2,k141_10387,-2,23.0350284576416,125,246,122,808,0.15099009900990099,12,1.9195857048034668,2539
Kobuvirus_3A_3B_3C_3D,k141_23872|frame=-2,k141_23872,-2,23.01715087890625,531,613,83,627,0.13237639553429026,15,1.5344767252604166,558
Parechovirus_polyprotein,k141_5044|frame=-1,k141_5044,-1,22.982738494873047,1741,1912,172,2205,0.07800453514739229,12,1.9152282079060872,1154
Parechovirus_VP0_VP3_VP1,k141_27917|frame=-1,k141_27917,-1,22.941574096679688,116,251,136,808,0.16831683168316833,12,1.9117978413899739,3609
Kobuvirus_2A_2B_2C,k141_24914|frame=1,k141_24914,1,22.90428352355957,274,431,158,635,0.24881889763779527,15,1.5269522349039713,1240
Parechovirus_polyprotein,k141_805|frame=3,k141_805,3,22.88797950744629,367,499,133,2205,0.06031746031746032,12,1.9073316256205242,2930
Parechovirus_polyprotein,k141_33617|frame=3,k141_33617,3,22.861194610595703,1171,1284,114,2205,0.05170068027210884,12,1.9050995508829753,516
Parechovirus_VP0_VP3_VP1,k141_12558|frame=-1,k141_12558,-1,22.830543518066406,139,253,115,808,0.14232673267326731,12,1.9025452931722004,898
Parechovirus_VP0_VP3_VP1,k141_28613|frame=-1,k141_28613,-1,22.821880340576172,125,250,126,808,0.15594059405940594,12,1.901823361714681,3182
Kobuvirus_polyprotein,k141_33962|frame=1,k141_33962,1,22.796308517456055,349,527,179,2410,0.07427385892116183,15,1.5197539011637369,1837
Kobuvirus_2A_2B_2C,k141_29796|frame=1,k141_29796,1,22.704578399658203,259,414,156,635,0.24566929133858267,15,1.5136385599772135,8889
Parechovirus_polyprotein,k141_27917|frame=-1,k141_27917,-1,22.674510955810547,41,227,187,2205,0.08480725623582766,12,1.889542579650879,3609
Kobuvirus_2A_2B_2C,k141_9498|frame=2,k141_9498,2,22.635208129882812,259,414,156,635,0.24566929133858267,15,1.509013875325521,9261
Kobuvirus_polyprotein,k141_25796|frame=-1,k141_25796,-1,22.61334991455078,1395,1550,156,2410,0.06473029045643154,15,1.5075566609700521,4098
Kobuvirus_VP0-VP3-VP1,k141_14983|frame=3,k141_14983,3,22.576026916503906,320,452,133,845,0.15739644970414202,15,1.5050684611002605,620
Kobuvirus_VP0-VP3-VP1,k141_31680|frame=1,k141_31680,1,22.480783462524414,301,373,73,845,0.0863905325443787,15,1.4987188975016277,404
Parechovirus_VP0_VP3_VP1,k141_483|frame=-1,k141_483,-1,22.40468978881836,125,250,126,808,0.15594059405940594,12,1.86705748240153,3828
Parechovirus_3A_3B_3C_3D,k141_14851|frame=-3,k141_14851,-3,22.387317657470703,41,83,43,567,0.07583774250440917,12,1.8656098047892253,373
Astroviridae_1B_pcr_primer_region_RDRP,k141_9613|frame=-1,k141_9613,-1,22.298051834106445,47,120,74,128,0.578125,15,1.4865367889404297,849
Parechovirus_VP0_VP3_VP1,k141_13486|frame=3,k141_13486,3,22.25889778137207,120,251,132,808,0.16336633663366337,12,1.8549081484476726,4913
Kobuvirus_3A_3B_3C_3D,k141_36375|frame=-2,k141_36375,-2,22.187397003173828,191,291,101,627,0.16108452950558214,15,1.4791598002115884,617
Parechovirus_polyprotein,k141_13065|frame=-3,k141_13065,-3,22.168794631958008,1192,1253,62,2205,0.028117913832199547,12,1.8473995526631672,461
Parechovirus_polyprotein,k141_4965|frame=-3,k141_4965,-3,22.144855499267578,92,228,137,2205,0.06213151927437642,12,1.8454046249389648,4414
Astroviridae_1A,k141_21581|frame=-1,k141_21581,-1,22.136999130249023,773,830,58,858,0.0675990675990676,15,1.4757999420166015,1485
Parechovirus_3A_3B_3C_3D,k141_36375|frame=-2,k141_36375,-2,22.103870391845703,110,231,122,567,0.21516754850088182,12,1.8419891993204753,617
Parechovirus_VP0_VP3_VP1,k141_1801|frame=3,k141_1801,3,22.09010887145996,125,250,126,808,0.15594059405940594,12,1.8408424059549968,4507
Parechovirus_VP0_VP3_VP1,k141_32403|frame=-3,k141_32403,-3,22.075618743896484,125,250,126,808,0.15594059405940594,12,1.839634895324707,4993
Parechovirus_polyprotein,k141_34045|frame=-1,k141_34045,-1,22.071117401123047,1619,1789,171,2205,0.07755102040816327,12,1.8392597834269206,1010
Astroviridae_1B,k141_19637|frame=-2,k141_19637,-2,21.961456298828125,129,274,146,516,0.28294573643410853,15,1.4640970865885417,1612
Parechovirus_VP0_VP3_VP1,k141_4965|frame=-3,k141_4965,-3,21.959243774414062,128,253,126,808,0.15594059405940594,12,1.8299369812011719,4414
Parechovirus_polyprotein,k141_35113|frame=-2,k141_35113,-2,21.957618713378906,206,434,229,2205,0.10385487528344671,12,1.8298015594482422,868
Kobuvirus_3A_3B_3C_3D,k141_5857|frame=-2,k141_5857,-2,21.952253341674805,441,503,63,627,0.10047846889952153,15,1.4634835561116537,413
Kobuvirus_VP0-VP3-VP1,k141_16661|frame=-2,k141_16661,-2,21.946657180786133,256,561,306,845,0.3621301775147929,15,1.4631104787190756,6888
Parechovirus_VP0_VP3_VP1,k141_8874|frame=-3,k141_8874,-3,21.942075729370117,128,202,75,808,0.09282178217821782,12,1.828506310780843,649
Parechovirus_polyprotein,k141_37207|frame=2,k141_37207,2,21.89751434326172,1996,2099,104,2205,0.047165532879818596,12,1.8247928619384766,499
Parechovirus_3A_3B_3C_3D,k141_29772|frame=2,k141_29772,2,21.85851287841797,430,551,122,567,0.21516754850088182,12,1.821542739868164,414
Kobuvirus_polyprotein,k141_24914|frame=1,k141_24914,1,21.795804977416992,1411,1568,158,2410,0.06556016597510374,15,1.4530536651611328,1240
Astroviridae_1A,k141_3273|frame=2,k141_3273,2,21.792593002319336,434,572,139,858,0.16200466200466201,15,1.4528395334879558,1390
Parechovirus_3A_3B_3C_3D,k141_4353|frame=1,k141_4353,1,21.757902145385742,276,430,155,567,0.27336860670194,12,1.8131585121154785,574
Parechovirus_VP0_VP3_VP1,k141_10166|frame=1,k141_10166,1,21.752288818359375,126,250,125,808,0.1547029702970297,12,1.8126907348632812,4987
Parechovirus_3A_3B_3C_3D,k141_26249|frame=-2,k141_26249,-2,21.73373031616211,366,417,52,567,0.09171075837742504,12,1.811144193013509,309
Parechovirus_polyprotein,k141_31770|frame=-1,k141_31770,-1,21.714582443237305,1864,2097,234,2205,0.10612244897959183,12,1.8095485369364421,6707
Parechovirus_3A_3B_3C_3D,k141_31564|frame=-2,k141_31564,-2,21.52995491027832,385,458,74,567,0.13051146384479717,12,1.79416290918986,1345
Parechovirus_polyprotein,k141_20611|frame=3,k141_20611,3,21.518503189086914,373,498,126,2205,0.05714285714285714,12,1.7932085990905762,1390
Kobuvirus_VP0-VP3-VP1,k141_8874|frame=-3,k141_8874,-3,21.456958770751953,301,373,73,845,0.0863905325443787,15,1.4304639180501302,649
Kobuvirus_polyprotein,k141_11768|frame=1,k141_11768,1,21.349103927612305,2267,2379,113,2410,0.04688796680497925,15,1.4232735951741537,632
Parechovirus_polyprotein,k141_34101|frame=-1,k141_34101,-1,21.344013214111328,378,456,79,2205,0.03582766439909297,12,1.7786677678426106,605
Parechovirus_VP0_VP3_VP1,k141_18829|frame=3,k141_18829,3,21.34268569946289,117,250,134,808,0.16584158415841585,12,1.7785571416219075,9310
Astroviridae_1A,k141_16618|frame=2,k141_16618,2,21.28670883178711,435,496,62,858,0.07226107226107226,15,1.4191139221191407,417
Parechovirus_polyprotein,k141_25930|frame=1,k141_25930,1,21.285198211669922,39,244,206,2205,0.09342403628117914,12,1.7737665176391602,6623
Parechovirus_VP0_VP3_VP1,k141_8730|frame=2,k141_8730,2,21.214332580566406,117,250,134,808,0.16584158415841585,12,1.767861048380534,10053
Kobuvirus_2A_2B_2C,k141_4965|frame=-3,k141_4965,-3,21.211727142333984,269,384,116,635,0.1826771653543307,15,1.4141151428222656,4414
Parechovirus_3A_3B_3C_3D,k141_34045|frame=-1,k141_34045,-1,21.204044342041016,43,151,109,567,0.19223985890652556,12,1.7670036951700847,1010
Parechovirus_polyprotein,k141_31680|frame=1,k141_31680,1,21.112991333007812,374,449,76,2205,0.034467120181405894,12,1.7594159444173176,404
Parechovirus_polyprotein,k141_5857|frame=-2,k141_5857,-2,21.066238403320312,2005,2080,76,2205,0.034467120181405894,12,1.7555198669433594,413
Kobuvirus_polyprotein,k141_16323|frame=-2,k141_16323,-2,21.021591186523438,1715,1991,277,2410,0.11493775933609958,15,1.401439412434896,4938
Kobuvirus_polyprotein,k141_16175|frame=2,k141_16175,2,20.995952606201172,369,501,133,2410,0.05518672199170124,15,1.3997301737467447,5373
Parechovirus_VP0_VP3_VP1,k141_2621|frame=3,k141_2621,3,20.968671798706055,125,250,126,808,0.15594059405940594,12,1.747389316558838,8540
Parechovirus_polyprotein,k141_13160|frame=-3,k141_13160,-3,20.921117782592773,1743,1903,161,2205,0.07301587301587302,12,1.7434264818827312,2837
Parechovirus_polyprotein,k141_26173|frame=-3,k141_26173,-3,20.81911277770996,91,202,112,2205,0.050793650793650794,12,1.7349260648091633,443
Astroviridae_1B_pcr_primer_region_RDRP,k141_25314|frame=-2,k141_25314,-2,20.74935531616211,49,114,66,128,0.515625,15,1.3832903544108073,423
Astroviridae_1B_pcr_primer_region_RDRP,k141_17201|frame=2,k141_17201,2,20.728349685668945,46,110,65,128,0.5078125,15,1.3818899790445964,757
Parechovirus_VP0_VP3_VP1,k141_3888|frame=-2,k141_3888,-2,20.71009063720703,125,250,126,808,0.15594059405940594,12,1.7258408864339192,9971
Astroviridae_1B_pcr_primer_region_RDRP,k141_1337|frame=3,k141_1337,3,20.674724578857422,21,72,52,128,0.40625,15,1.3783149719238281,368
Kobuvirus_2A_2B_2C,k141_2372|frame=1,k141_2372,1,20.665220260620117,176,330,155,635,0.2440944881889764,15,1.377681350708008,1318
Parechovirus_polyprotein,k141_27917|frame=-1,k141_27917,-1,20.628570556640625,362,499,138,2205,0.06258503401360545,12,1.7190475463867188,3609
Parechovirus_VP0_VP3_VP1,k141_15113|frame=3,k141_15113,3,20.546964645385742,128,253,126,808,0.15594059405940594,12,1.7122470537821453,8254
Parechovirus_polyprotein,k141_8554|frame=2,k141_8554,2,20.54458999633789,372,498,127,2205,0.05759637188208617,12,1.712049166361491,2780
Parechovirus_VP0_VP3_VP1,k141_14722|frame=3,k141_14722,3,20.52674674987793,128,253,126,808,0.15594059405940594,12,1.7105622291564941,9860
Astroviridae_1A,k141_24148|frame=2,k141_24148,2,20.444551467895508,442,496,55,858,0.0641025641025641,15,1.3629700978597006,1277
Parechovirus_2A_2B_2C,k141_16107|frame=-1,k141_16107,-1,20.442970275878906,110,222,113,594,0.19023569023569023,12,1.7035808563232422,538
Kobuvirus_3A_3B_3C_3D,k141_32976|frame=-2,k141_32976,-2,20.437191009521484,173,259,87,627,0.13875598086124402,15,1.3624794006347656,7301
Parechovirus_2A_2B_2C,k141_846|frame=-1,k141_846,-1,20.434749603271484,145,195,51,594,0.08585858585858586,12,1.7028958002726238,2153
Parechovirus_VP0_VP3_VP1,k141_26059|frame=-1,k141_26059,-1,20.334177017211914,126,250,125,808,0.1547029702970297,12,1.6945147514343262,7935
Parechovirus_polyprotein,k141_12558|frame=-1,k141_12558,-1,20.28652000427246,386,500,115,2205,0.05215419501133787,12,1.6905433336893718,898
Astroviridae_1B,k141_19556|frame=2,k141_19556,2,20.22969627380371,482,516,35,516,0.06782945736434108,15,1.3486464182535807,451
Kobuvirus_2A_2B_2C,k141_1045|frame=1,k141_1045,1,20.214130401611328,250,338,89,635,0.14015748031496064,15,1.3476086934407552,869
Kobuvirus_3A_3B_3C_3D,k141_4353|frame=1,k141_4353,1,20.082775115966797,331,482,152,627,0.24242424242424243,15,1.3388516743977865,574
Parechovirus_polyprotein,k141_5597|frame=-3,k141_5597,-3,20.004499435424805,130,245,116,2205,0.052607709750566896,12,1.6670416196187336,521
Kobuvirus_polyprotein,k141_3759|frame=3,k141_3759,3,19.951372146606445,2134,2248,115,2410,0.04771784232365145,15,1.3300914764404297,876
Kobuvirus_3A_3B_3C_3D,k141_29772|frame=2,k141_29772,2,19.93964195251465,487,615,129,627,0.20574162679425836,15,1.3293094635009766,414
Parechovirus_polyprotein,k141_13486|frame=3,k141_13486,3,19.861591339111328,363,499,137,2205,0.06213151927437642,12,1.6551326115926106,4913
Kobuvirus_VP0-VP3-VP1,k141_28217|frame=-3,k141_28217,-3,19.830806732177734,89,239,151,845,0.178698224852071,15,1.3220537821451823,2163
Parechovirus_2A_2B_2C,k141_6153|frame=2,k141_6153,2,19.816387176513672,123,181,59,594,0.09932659932659933,12,1.651365598042806,365
Kobuvirus_polyprotein,k141_31680|frame=1,k141_31680,1,19.777433395385742,593,666,74,2410,0.030705394190871368,15,1.3184955596923829,404
Kobuvirus_polyprotein,k141_14983|frame=3,k141_14983,3,19.773710250854492,612,744,133,2410,0.05518672199170124,15,1.3182473500569662,620
Parechovirus_3A_3B_3C_3D,k141_13104|frame=-1,k141_13104,-1,19.5676212310791,27,84,58,567,0.10229276895943562,12,1.630635102589925,4021
Parechovirus_polyprotein,k141_1801|frame=3,k141_1801,3,19.556934356689453,372,498,127,2205,0.05759637188208617,12,1.629744529724121,4507
Parechovirus_3A_3B_3C_3D,k141_7561|frame=-1,k141_7561,-1,19.554269790649414,390,445,56,567,0.09876543209876543,12,1.629522482554118,662
Parechovirus_polyprotein,k141_4965|frame=-3,k141_4965,-3,19.51826286315918,375,500,126,2205,0.05714285714285714,12,1.626521905263265,4414
Parechovirus_polyprotein,k141_1801|frame=3,k141_1801,3,19.423606872558594,43,228,186,2205,0.08435374149659863,12,1.6186339060465496,4507
Parechovirus_polyprotein,k141_21415|frame=1,k141_21415,1,19.348285675048828,1743,1903,161,2205,0.07301587301587302,12,1.6123571395874023,2466
Parechovirus_polyprotein,k141_18910|frame=-3,k141_18910,-3,19.293886184692383,1971,2101,131,2205,0.05941043083900227,12,1.6078238487243652,970
Astroviridae_1B,k141_1337|frame=3,k141_1337,3,19.271249771118164,242,340,99,516,0.19186046511627908,15,1.284749984741211,368
Parechovirus_VP0_VP3_VP1,k141_12956|frame=3,k141_12956,3,19.218355178833008,125,182,58,808,0.07178217821782178,12,1.601529598236084,769
Kobuvirus_3A_3B_3C_3D,k141_25339|frame=-1,k141_25339,-1,19.217172622680664,482,616,135,627,0.215311004784689,15,1.2811448415120443,609
Parechovirus_polyprotein,k141_14722|frame=3,k141_14722,3,19.209976196289062,93,228,136,2205,0.06167800453514739,12,1.6008313496907551,9860
Parechovirus_polyprotein,k141_33133|frame=-1,k141_33133,-1,19.209388732910156,1885,2097,213,2205,0.09659863945578231,12,1.6007823944091797,1985
Parechovirus_2A_2B_2C,k141_6292|frame=1,k141_6292,1,19.207090377807617,37,190,154,594,0.25925925925925924,12,1.6005908648173015,2243
Parechovirus_3A_3B_3C_3D,k141_19637|frame=-2,k141_19637,-2,19.168804168701172,203,439,237,567,0.41798941798941797,12,1.5974003473917644,1612
Kobuvirus_polyprotein,k141_8874|frame=-3,k141_8874,-3,19.134916305541992,593,665,73,2410,0.03029045643153527,15,1.275661087036133,649
Astroviridae_1B,k141_20466|frame=-2,k141_20466,-2,19.115276336669922,232,374,143,516,0.2771317829457364,15,1.2743517557779949,1108
Parechovirus_2A_2B_2C,k141_14389|frame=-2,k141_14389,-2,19.114511489868164,28,176,149,594,0.25084175084175087,12,1.5928759574890137,4785
Parechovirus_polyprotein,k141_8874|frame=-3,k141_8874,-3,19.108102798461914,374,449,76,2205,0.034467120181405894,12,1.5923418998718262,649
Kobuvirus_polyprotein,k141_5223|frame=-2,k141_5223,-2,19.002483367919922,2262,2396,135,2410,0.056016597510373446,15,1.2668322245279948,567
Astroviridae_1B_pcr_primer_region_RDRP,k141_12531|frame=1,k141_12531,1,19.001922607421875,49,116,68,128,0.53125,15,1.2667948404947917,835
Astroviridae_1A,k141_2026|frame=-2,k141_2026,-2,18.973331451416016,442,496,55,858,0.0641025641025641,15,1.2648887634277344,934
Astroviridae_1B_pcr_primer_region_RDRP,k141_5792|frame=3,k141_5792,3,18.94953155517578,36,116,81,128,0.6328125,15,1.2633021036783854,1482
Kobuvirus_polyprotein,k141_2372|frame=1,k141_2372,1,18.89240074157715,1312,1469,158,2410,0.06556016597510374,15,1.25949338277181,1318
Kobuvirus_3A_3B_3C_3D,k141_25905|frame=-1,k141_25905,-1,18.883153915405273,390,474,85,627,0.13556618819776714,15,1.2588769276936849,1104
Kobuvirus_polyprotein,k141_32976|frame=-2,k141_32976,-2,18.86565399169922,1956,2042,87,2410,0.03609958506224066,15,1.2577102661132813,7301
Kobuvirus_VP0-VP3-VP1,k141_26173|frame=-3,k141_26173,-3,18.823345184326172,56,163,108,845,0.12781065088757396,15,1.254889678955078,443
Parechovirus_3A_3B_3C_3D,k141_30547|frame=-1,k141_30547,-1,18.782161712646484,26,82,57,567,0.10052910052910052,12,1.5651801427205403,4107
Parechovirus_polyprotein,k141_14851|frame=-3,k141_14851,-3,18.766983032226562,1679,1720,42,2205,0.01904761904761905,12,1.5639152526855469,373
Kobuvirus_VP0-VP3-VP1,k141_15146|frame=1,k141_15146,1,18.73855209350586,264,349,86,845,0.10177514792899409,15,1.249236806233724,1109
Astroviridae_1A,k141_21262|frame=1,k141_21262,1,18.62228775024414,430,568,139,858,0.16200466200466201,15,1.241485850016276,918
Kobuvirus_polyprotein,k141_36375|frame=-2,k141_36375,-2,18.510902404785156,1975,2073,99,2410,0.04107883817427386,15,1.2340601603190104,617
Astroviridae_1B,k141_18910|frame=-3,k141_18910,-3,18.501863479614258,233,451,219,516,0.42441860465116277,15,1.2334575653076172,970
Kobuvirus_VP0-VP3-VP1,k141_4160|frame=3,k141_4160,3,18.4742488861084,331,451,121,845,0.14319526627218934,15,1.2316165924072267,517
Astroviridae_1A,k141_24921|frame=-3,k141_24921,-3,18.413312911987305,455,524,70,858,0.08158508158508158,15,1.227554194132487,1555
Astroviridae_1A,k141_32245|frame=-1,k141_32245,-1,18.28544044494629,393,497,105,858,0.12237762237762238,15,1.2190293629964193,1057
Parechovirus_3A_3B_3C_3D,k141_31580|frame=2,k141_31580,2,18.203020095825195,107,146,40,567,0.07054673721340388,12,1.5169183413187664,548
Parechovirus_VP0_VP3_VP1,k141_6609|frame=1,k141_6609,1,18.19747543334961,127,183,57,808,0.07054455445544554,12,1.5164562861124675,657
Parechovirus_3A_3B_3C_3D,k141_25564|frame=3,k141_25564,3,18.158266067504883,426,512,87,567,0.15343915343915343,12,1.5131888389587402,517
Parechovirus_polyprotein,k141_14722|frame=3,k141_14722,3,18.100738525390625,375,500,126,2205,0.05714285714285714,12,1.5083948771158855,9860
Parechovirus_3A_3B_3C_3D,k141_1519|frame=3,k141_1519,3,17.965137481689453,25,82,58,567,0.10229276895943562,12,1.4970947901407878,1671
Astroviridae_1A,k141_28261|frame=-3,k141_28261,-3,17.871095657348633,437,497,61,858,0.07109557109557109,15,1.1914063771565755,923
Kobuvirus_polyprotein,k141_24231|frame=-2,k141_24231,-2,17.80472755432129,2162,2279,118,2410,0.04896265560165975,15,1.1869818369547527,3565
Kobuvirus_polyprotein,k141_5857|frame=-2,k141_5857,-2,17.717124938964844,2226,2285,60,2410,0.024896265560165973,15,1.1811416625976563,413
Astroviridae_1A,k141_18522|frame=-2,k141_18522,-2,17.68157958984375,436,538,103,858,0.12004662004662005,15,1.17877197265625,1079
Kobuvirus_polyprotein,k141_30510|frame=-1,k141_30510,-1,17.66896629333496,2041,2275,235,2410,0.0975103734439834,15,1.1779310862223307,2531
Kobuvirus_VP0-VP3-VP1,k141_30568|frame=2,k141_30568,2,17.62213134765625,301,340,40,845,0.047337278106508875,15,1.1748087565104166,489
Kobuvirus_VP0-VP3-VP1,k141_9148|frame=-2,k141_9148,-2,17.612091064453125,112,200,89,845,0.10532544378698225,15,1.174139404296875,311
Kobuvirus_polyprotein,k141_23872|frame=-2,k141_23872,-2,17.574974060058594,2314,2394,81,2410,0.033609958506224065,15,1.1716649373372396,558
Parechovirus_polyprotein,k141_31564|frame=-2,k141_31564,-2,17.55862045288086,2023,2096,74,2205,0.033560090702947847,12,1.463218371073405,1345
