ID,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate_x,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,1A,1A-strand,1B,1B-strand,2,2-strand,class,1A_length,1B_length,2_length
OQ943887,OQ943887.1,"Mamastrovirus sp. strain HAstV-5/Sewage/JN/CHN/Nov/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2352.0,"Tao,Z.",HAstV-5/Sewage/JN/CHN/Nov/2021,,China,,Nov-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2352,1.0,Mammalia,,,2352.0
OQ943886,OQ943886.1,"Mamastrovirus sp. strain HAstV-5/Sewage/JN/CHN/Aug/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2352.0,"Tao,Z.",HAstV-5/Sewage/JN/CHN/Aug/2021,,China,,Aug-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2352,1.0,Mammalia,,,2352.0
OQ943885,OQ943885.1,"Mamastrovirus sp. strain HAstV-5/Sewage/JN/CHN/Jul/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2352.0,"Tao,Z.",HAstV-5/Sewage/JN/CHN/Jul/2021,,China,,Jul-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2352,1.0,Mammalia,,,2352.0
OQ943884,OQ943884.1,"Mamastrovirus sp. strain HAstV-5/Sewage/JN/CHN/May/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2352.0,"Tao,Z.",HAstV-5/Sewage/JN/CHN/May/2021,,China,,May-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2352,1.0,Mammalia,,,2352.0
OQ943883,OQ943883.1,"Mamastrovirus sp. strain HAstV-5/Sewage/JN/CHN/Apr/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2352.0,"Tao,Z.",HAstV-5/Sewage/JN/CHN/Apr/2021,,China,,Apr-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2352,1.0,Mammalia,,,2352.0
OQ943882,OQ943882.1,"Mamastrovirus sp. strain HAstV-5/Sewage/JN/CHN/Mar/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2352.0,"Tao,Z.",HAstV-5/Sewage/JN/CHN/Mar/2021,,China,,Mar-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2352,1.0,Mammalia,,,2352.0
OQ943881,OQ943881.1,"Mamastrovirus sp. strain HAstV-5/Sewage/JN/CHN/Nov/2020 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2352.0,"Tao,Z.",HAstV-5/Sewage/JN/CHN/Nov/2020,,China,,Nov-2020,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2352,1.0,Mammalia,,,2352.0
OQ943880,OQ943880.1,"Mamastrovirus sp. strain HAstV-5/Sewage/JN/CHN/Oct/2020 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2352.0,"Tao,Z.",HAstV-5/Sewage/JN/CHN/Oct/2020,,China,,Oct-2020,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2352,1.0,Mammalia,,,2352.0
OQ943879,OQ943879.1,"Mamastrovirus sp. strain HAstV-5/Sewage/JN/CHN/Feb/2020 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2352.0,"Tao,Z.",HAstV-5/Sewage/JN/CHN/Feb/2020,,China,,Feb-2020,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2352,1.0,Mammalia,,,2352.0
OQ943878,OQ943878.1,"Mamastrovirus sp. strain HAstV-5/Sewage/JN/CHN/Jan/2020 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2352.0,"Tao,Z.",HAstV-5/Sewage/JN/CHN/Jan/2020,,China,,Jan-2020,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2352,1.0,Mammalia,,,2352.0
OQ943877,OQ943877.1,"Mamastrovirus sp. strain HAstV-4/Sewage/JN/CHN/Sep/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2316.0,"Tao,Z.",HAstV-4/Sewage/JN/CHN/Sep/2021,,China,,Sep-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2316,1.0,Mammalia,,,2316.0
OQ943876,OQ943876.1,"Mamastrovirus sp. strain HAstV-4/Sewage/JN/CHN/Oct/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2316.0,"Tao,Z.",HAstV-4/Sewage/JN/CHN/Oct/2021,,China,,Oct-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2316,1.0,Mammalia,,,2316.0
OQ943875,OQ943875.1,"Mamastrovirus sp. strain HAstV-4/Sewage/JN/CHN/Nov/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2316.0,"Tao,Z.",HAstV-4/Sewage/JN/CHN/Nov/2021,,China,,Nov-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2316,1.0,Mammalia,,,2316.0
OQ943874,OQ943874.1,"Mamastrovirus sp. strain HAstV-4/Sewage/JN/CHN/May/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2316.0,"Tao,Z.",HAstV-4/Sewage/JN/CHN/May/2021,,China,,May-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2316,1.0,Mammalia,,,2316.0
OQ943873,OQ943873.1,"Mamastrovirus sp. strain HAstV-4/Sewage/JN/CHN/Mar/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2316.0,"Tao,Z.",HAstV-4/Sewage/JN/CHN/Mar/2021,,China,,Mar-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2316,1.0,Mammalia,,,2316.0
OQ943872,OQ943872.1,"Mamastrovirus sp. strain HAstV-4/Sewage/JN/CHN/Jul/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2316.0,"Tao,Z.",HAstV-4/Sewage/JN/CHN/Jul/2021,,China,,Jul-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2316,1.0,Mammalia,,,2316.0
OQ943871,OQ943871.1,"Mamastrovirus sp. strain HAstV-4/Sewage/JN/CHN/Dec/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2316.0,"Tao,Z.",HAstV-4/Sewage/JN/CHN/Dec/2021,,China,,Dec-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2316,1.0,Mammalia,,,2316.0
OQ943870,OQ943870.1,"Mamastrovirus sp. strain HAstV-4/Sewage/JN/CHN/Aug/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2316.0,"Tao,Z.",HAstV-4/Sewage/JN/CHN/Aug/2021,,China,,Aug-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2316,1.0,Mammalia,,,2316.0
OQ943869,OQ943869.1,"Mamastrovirus sp. strain HAstV-4/Sewage/JN/CHN/Apr/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2316.0,"Tao,Z.",HAstV-4/Sewage/JN/CHN/Apr/2021,,China,,Apr-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2316,1.0,Mammalia,,,2316.0
OQ943868,OQ943868.1,"Mamastrovirus sp. strain HAstV-4/Sewage/JN/CHN/Jan/2020 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2316.0,"Tao,Z.",HAstV-4/Sewage/JN/CHN/Jan/2020,,China,,Jan-2020,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2316,1.0,Mammalia,,,2316.0
OQ943867,OQ943867.1,"Mamastrovirus sp. strain HAstV-4/Sewage/JN/CHN/Sep/2020 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2316.0,"Tao,Z.",HAstV-4/Sewage/JN/CHN/Sep/2020,,China,,Sep-2020,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2316,1.0,Mammalia,,,2316.0
OQ943866,OQ943866.1,"Mamastrovirus sp. strain HAstV-4/Sewage/JN/CHN/Oct/2020 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2316.0,"Tao,Z.",HAstV-4/Sewage/JN/CHN/Oct/2020,,China,,Oct-2020,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2316,1.0,Mammalia,,,2316.0
OQ943865,OQ943865.1,"Mamastrovirus sp. strain HAstV-4/Sewage/JN/CHN/Nov/2020 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2316.0,"Tao,Z.",HAstV-4/Sewage/JN/CHN/Nov/2020,,China,,Nov-2020,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2316,1.0,Mammalia,,,2316.0
OQ943864,OQ943864.1,"Mamastrovirus sp. strain HAstV-4/Sewage/JN/CHN/Feb/2020 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2316.0,"Tao,Z.",HAstV-4/Sewage/JN/CHN/Feb/2020,,China,,Feb-2020,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2316,1.0,Mammalia,,,2316.0
OQ943863,OQ943863.1,"Mamastrovirus sp. strain HAstV-4/Sewage/JN/CHN/Dec/2020 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2316.0,"Tao,Z.",HAstV-4/Sewage/JN/CHN/Dec/2020,,China,,Dec-2020,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2316,1.0,Mammalia,,,2316.0
OQ943862,OQ943862.1,"Mamastrovirus sp. strain HAstV-2/Sewage/JN/CHN/Sep/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2400.0,"Tao,Z.",HAstV-2/Sewage/JN/CHN/Sep/2021,,China,,Sep-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2400,1.0,Mammalia,,,2400.0
OQ943861,OQ943861.1,"Mamastrovirus sp. strain HAstV-2/Sewage/JN/CHN/May/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2400.0,"Tao,Z.",HAstV-2/Sewage/JN/CHN/May/2021,,China,,May-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2400,1.0,Mammalia,,,2400.0
OQ943860,OQ943860.1,"Mamastrovirus sp. strain HAstV-2/Sewage/JN/CHN/Sep/2020 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2400.0,"Tao,Z.",HAstV-2/Sewage/JN/CHN/Sep/2020,,China,,Sep-2020,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2400,1.0,Mammalia,,,2400.0
OQ943859,OQ943859.1,"Mamastrovirus sp. strain HAstV-1/Sewage/JN/CHN/Oct/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2364.0,"Tao,Z.",HAstV-1/Sewage/JN/CHN/Oct/2021,,China,,Oct-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2364,1.0,Mammalia,,,2364.0
OQ943858,OQ943858.1,"Mamastrovirus sp. strain HAstV-1/Sewage/JN/CHN/Nov/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2364.0,"Tao,Z.",HAstV-1/Sewage/JN/CHN/Nov/2021,,China,,Nov-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2364,1.0,Mammalia,,,2364.0
OQ943857,OQ943857.1,"Mamastrovirus sp. strain HAstV-1/Sewage/JN/CHN/May/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2364.0,"Tao,Z.",HAstV-1/Sewage/JN/CHN/May/2021,,China,,May-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2364,1.0,Mammalia,,,2364.0
OQ943856,OQ943856.1,"Mamastrovirus sp. strain HAstV-1/Sewage/JN/CHN/Mar/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2364.0,"Tao,Z.",HAstV-1/Sewage/JN/CHN/Mar/2021,,China,,Mar-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2364,1.0,Mammalia,,,2364.0
OQ943855,OQ943855.1,"Mamastrovirus sp. strain HAstV-1/Sewage/JN/CHN/Jul/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2364.0,"Tao,Z.",HAstV-1/Sewage/JN/CHN/Jul/2021,,China,,Jul-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2364,1.0,Mammalia,,,2364.0
OQ943854,OQ943854.1,"Mamastrovirus sp. strain HAstV-1/Sewage/JN/CHN/Dec/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2364.0,"Tao,Z.",HAstV-1/Sewage/JN/CHN/Dec/2021,,China,,Dec-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2364,1.0,Mammalia,,,2364.0
OQ943853,OQ943853.1,"Mamastrovirus sp. strain HAstV-1/Sewage/JN/CHN/Aug/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2364.0,"Tao,Z.",HAstV-1/Sewage/JN/CHN/Aug/2021,,China,,Aug-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2364,1.0,Mammalia,,,2364.0
OQ943852,OQ943852.1,"Mamastrovirus sp. strain HAstV-1/Sewage/JN/CHN/Apr/2021 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2364.0,"Tao,Z.",HAstV-1/Sewage/JN/CHN/Apr/2021,,China,,Apr-2021,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2364,1.0,Mammalia,,,2364.0
OQ943851,OQ943851.1,"Mamastrovirus sp. strain HAstV-1/Sewage/JN/CHN/Nov/2020 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2364.0,"Tao,Z.",HAstV-1/Sewage/JN/CHN/Nov/2020,,China,,Nov-2020,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2364,1.0,Mammalia,,,2364.0
OQ943850,OQ943850.1,"Mamastrovirus sp. strain HAstV-1/Sewage/JN/CHN/Sep/2020 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2364.0,"Tao,Z.",HAstV-1/Sewage/JN/CHN/Sep/2020,,China,,Sep-2020,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2364,1.0,Mammalia,,,2364.0
OQ943849,OQ943849.1,"Mamastrovirus sp. strain HAstV-1/Sewage/JN/CHN/Oct/2020 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2364.0,"Tao,Z.",HAstV-1/Sewage/JN/CHN/Oct/2020,,China,,Oct-2020,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2364,1.0,Mammalia,,,2364.0
OQ943848,OQ943848.1,"Mamastrovirus sp. strain HAstV-1/Sewage/JN/CHN/Jan/2020 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2364.0,"Tao,Z.",HAstV-1/Sewage/JN/CHN/Jan/2020,,China,,Jan-2020,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2364,1.0,Mammalia,,,2364.0
OQ943847,OQ943847.1,"Mamastrovirus sp. strain HAstV-1/Sewage/JN/CHN/Feb/2020 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2364.0,"Tao,Z.",HAstV-1/Sewage/JN/CHN/Feb/2020,,China,,Feb-2020,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2364,1.0,Mammalia,,,2364.0
OQ943846,OQ943846.1,"Mamastrovirus sp. strain HAstV-1/Sewage/JN/CHN/Dec/2020 capsid protein (ORF2) gene, complete cds",10-JUN-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2364.0,"Tao,Z.",HAstV-1/Sewage/JN/CHN/Dec/2020,,China,,Dec-2020,sewage,Homo sapiens,No,1.0,No,No,NA-NA,,NA-NA,,0-2364,1.0,Mammalia,,,2364.0
OQ968312,OQ968312.1,"MAG: Mamastrovirus sp. isolate 21153/SD/CHN/VA2, complete genome",24-MAY-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6531.0,"Chen,M.",,21153/SD/CHN/VA2,China,,2021,feces,Homo sapiens,Yes,3.0,No,No,42-2706,1.0,2642-4229,1.0,4218-6414,1.0,Mammalia,2664.0,1587.0,2196.0
OQ968311,OQ968311.1,"MAG: Mamastrovirus sp. isolate 20274/SD/CHN/MLB1, complete genome",24-MAY-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6162.0,"Chen,M.",,20274/SD/CHN/MLB1,China,,2020,feces,Homo sapiens,Yes,3.0,No,No,5-2369,1.0,2305-3841,1.0,3833-6104,1.0,Mammalia,2364.0,1536.0,2271.0
OQ968310,OQ968310.1,"MAG: Mamastrovirus sp. isolate 20248/SD/CHN/MLB1, complete genome",24-MAY-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6171.0,"Chen,M.",,20248/SD/CHN/MLB1,China,,2020,feces,Homo sapiens,Yes,3.0,No,No,14-2378,1.0,2314-3850,1.0,3842-6113,1.0,Mammalia,2364.0,1536.0,2271.0
OQ968309,OQ968309.1,"MAG: Mamastrovirus sp. isolate 20238/SD/CHN/MLB1, complete genome",24-MAY-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6171.0,"Chen,M.",,20238/SD/CHN/MLB1,China,,2020,feces,Homo sapiens,Yes,3.0,No,No,14-2378,1.0,2314-3850,1.0,3842-6113,1.0,Mammalia,2364.0,1536.0,2271.0
OQ968308,OQ968308.1,"MAG: Mamastrovirus sp. isolate 20155/SD/CHN/MLB1, complete genome",24-MAY-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6170.0,"Chen,M.",,20155/SD/CHN/MLB1,China,,2020,feces,Homo sapiens,Yes,3.0,No,No,14-2378,1.0,2314-3850,1.0,3842-6113,1.0,Mammalia,2364.0,1536.0,2271.0
OQ968307,OQ968307.1,"MAG: Mamastrovirus sp. isolate 21079/SD/CHN/HAstV-1, complete genome",24-MAY-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6770.0,"Chen,M.",,21079/SD/CHN/HAstV-1,China,,2021,feces,Homo sapiens,Yes,3.0,No,No,84-2847,1.0,2786-4334,1.0,4326-6690,1.0,Mammalia,2763.0,1548.0,2364.0
OQ968306,OQ968306.1,"MAG: Mamastrovirus sp. isolate 21048/SD/CHN/HAstV-1, complete genome",24-MAY-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6770.0,"Chen,M.",,21048/SD/CHN/HAstV-1,China,,2021,feces,Homo sapiens,Yes,3.0,No,No,84-2847,1.0,2786-4334,1.0,4326-6690,1.0,Mammalia,2763.0,1548.0,2364.0
OQ968305,OQ968305.1,"MAG: Mamastrovirus sp. isolate 21047/SD/CHN/HAstV-1, complete genome",24-MAY-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6770.0,"Chen,M.",,21047/SD/CHN/HAstV-1,China,,2021,feces,Homo sapiens,Yes,3.0,No,No,84-2847,1.0,2786-4334,1.0,4326-6690,1.0,Mammalia,2763.0,1548.0,2364.0
OQ968304,OQ968304.1,"MAG: Mamastrovirus sp. isolate 20307/SD/CHN/HAstV-1, complete genome",24-MAY-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6769.0,"Chen,M.",,20307/SD/CHN/HAstV-1,China,,2020,feces,Homo sapiens,Yes,3.0,No,No,83-2846,1.0,2785-4333,1.0,4325-6689,1.0,Mammalia,2763.0,1548.0,2364.0
