Model_ID,Taxon,TxID,Model type,Range,Positive terms,Negative terms,Start coordinate,End coordinate,Cutoff score,Length,# of sequences,Segmentation,Genome type,Sense,Topology,Baltimore,Parent,Natural Host,Organism_type
vHMM_13101,Picornaviridae,12058,short,wide,polyprotein,,5046,5105,60,60,300,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13159,Ampivirus,1986961,short,narrow,polyprotein,,6236,6271,79.98,36,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13160,Ampivirus,1986961,short,narrow,polyprotein,,5808,5867,120.24,60,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13161,Ampivirus,1986961,short,narrow,polyprotein,,5952,5986,71.52,35,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13162,Ampivirus,1986961,short,narrow,polyprotein,,1046,1087,92.84,42,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13163,Ampivirus,1986961,short,narrow,polyprotein,,6376,6396,34.72,21,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13164,Ampivirus,1986961,short,narrow,polyprotein,,7023,7049,55.12,27,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13165,Ampivirus,1986961,short,narrow,polyprotein,,3802,3826,52.8,25,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13166,Ampivirus,1986961,short,narrow,polyprotein,,1695,1728,64.56,34,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13167,Ampivirus,1986961,short,narrow,polyprotein,,6329,6360,67.74,32,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13168,Ampivirus,1986961,short,narrow,polyprotein,,6954,6977,43.12,24,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13169,Ampivirus,1986961,short,narrow,polyprotein,,5025,5044,40.56,20,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13170,Ampivirus,1986961,short,narrow,polyprotein,,5231,5263,68.4,33,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13171,Ampivirus,1986961,short,narrow,polyprotein,,1635,1657,44.96,23,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13172,Ampivirus,1986961,short,narrow,polyprotein,,3682,3718,71.6,37,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13173,Ampivirus,1986961,short,narrow,polyprotein,,690,715,42.36,26,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13174,Ampivirus,1986961,short,narrow,polyprotein,,1180,1236,113.12,57,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13175,Ampivirus,1986961,short,narrow,polyprotein,,1870,1908,82.08,39,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13176,Ampivirus,1986961,short,narrow,polyprotein,,4220,4242,40,23,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13177,Ampivirus,1986961,short,narrow,polyprotein,,4919,4951,59.6,33,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13178,Ampivirus,1986961,short,narrow,polyprotein,,6642,6701,123.6,60,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13179,Ampivirus,1986961,short,narrow,polyprotein,,5046,5105,132.38,60,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13180,Ampivirus,1986961,short,narrow,polyprotein,,1836,1863,48.88,28,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13181,Ampivirus,1986961,short,narrow,polyprotein,,6776,6806,63.6,31,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13182,Ampivirus,1986961,short,narrow,polyprotein,,6099,6128,57.92,30,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13183,Ampivirus,1986961,short,narrow,polyprotein,,1544,1581,85.76,38,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13184,Ampivirus,1986961,short,narrow,polyprotein,,2263,2283,40.08,21,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13185,Ampivirus,1986961,short,narrow,polyprotein,,1421,1471,102.88,51,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13186,Ampivirus,1986961,short,narrow,polyprotein,,5705,5725,39.84,21,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13187,Ampivirus,1986961,short,narrow,polyprotein,,4394,4441,96.8,48,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13188,Ampivirus,1986961,short,narrow,polyprotein,,6441,6488,99.92,48,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13189,Ampivirus,1986961,short,narrow,polyprotein,,4443,4467,44.4,25,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13190,Ampivirus,1986961,short,narrow,polyprotein,,7172,7192,35.6,21,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13191,Ampivirus,1986961,short,narrow,polyprotein,,6159,6195,79.92,37,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13192,Ampivirus,1986961,short,narrow,polyprotein,,6708,6738,68.2,31,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13193,Ampivirus,1986961,short,narrow,polyprotein,,7001,7020,33.76,20,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13194,Ampivirus,1986961,short,narrow,polyprotein,,4278,4305,54.24,28,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_18366,Ampivirus,1986961,full-length,narrow,polyprotein,,1,2713,5368.6,2713,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13389,Kunsagivirus,1755589,short,narrow,polyprotein,,1730,1755,49.78,26,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13390,Kunsagivirus,1755589,short,narrow,polyprotein,,1056,1084,53.96,29,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13391,Kunsagivirus,1755589,short,narrow,polyprotein,,7027,7046,40.58,20,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13392,Kunsagivirus,1755589,short,narrow,polyprotein,,3931,3973,67.84,43,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13393,Kunsagivirus,1755589,short,narrow,polyprotein,,1180,1208,57.86,29,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13394,Kunsagivirus,1755589,short,narrow,polyprotein,,6726,6747,35.5,22,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13395,Kunsagivirus,1755589,short,narrow,polyprotein,,1336,1355,32.08,20,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13396,Kunsagivirus,1755589,short,narrow,polyprotein,,5701,5725,38.96,25,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13397,Kunsagivirus,1755589,short,narrow,polyprotein,,613,638,30.32,26,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13398,Kunsagivirus,1755589,short,narrow,polyprotein,,6493,6517,48.34,25,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13399,Kunsagivirus,1755589,short,narrow,polyprotein,,1544,1581,73.46,38,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13400,Kunsagivirus,1755589,short,narrow,polyprotein,,6751,6773,42.9,23,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13401,Kunsagivirus,1755589,short,narrow,polyprotein,,5051,5106,115.28,56,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13402,Kunsagivirus,1755589,short,narrow,polyprotein,,1365,1384,36.56,20,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13403,Kunsagivirus,1755589,short,narrow,polyprotein,,6891,6910,32.06,20,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13404,Kunsagivirus,1755589,short,narrow,polyprotein,,4665,4684,24.56,20,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_18381,Kunsagivirus,1755589,full-length,narrow,polyprotein,,1,2215,3445.5,2215,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13131,Ailurivirus,2560085,short,narrow,polyprotein,,6809,6829,45.56,21,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13132,Ailurivirus,2560085,short,narrow,polyprotein,,627,649,45.66,23,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13133,Ailurivirus,2560085,short,narrow,polyprotein,,4337,4356,40.5,20,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13134,Ailurivirus,2560085,short,narrow,polyprotein,,6709,6747,95.1,39,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13135,Ailurivirus,2560085,short,narrow,polyprotein,,4998,5021,45.76,24,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13136,Ailurivirus,2560085,short,narrow,polyprotein,,2038,2057,38.64,20,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13137,Ailurivirus,2560085,short,narrow,polyprotein,,7023,7045,50.6,23,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13138,Ailurivirus,2560085,short,narrow,polyprotein,,1544,1565,44.02,22,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13139,Ailurivirus,2560085,short,narrow,polyprotein,,1730,1752,48.74,23,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13140,Ailurivirus,2560085,short,narrow,polyprotein,,6329,6352,52.42,24,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13141,Ailurivirus,2560085,short,narrow,polyprotein,,6376,6398,41.76,23,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13142,Ailurivirus,2560085,short,narrow,polyprotein,,7001,7021,45.16,21,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13143,Ailurivirus,2560085,short,narrow,polyprotein,,5958,5986,50.24,29,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_18365,Ailurivirus,2560085,full-length,narrow,polyprotein,,1,2191,4671.36,2191,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13462,Mosavirus,1481451,short,narrow,polyprotein,,6714,6747,71.24,34,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13463,Mosavirus,1481451,short,narrow,polyprotein,,5080,5104,52.26,25,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13464,Mosavirus,1481451,short,narrow,polyprotein,,6809,6829,40.08,21,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13465,Mosavirus,1481451,short,narrow,polyprotein,,6086,6110,25,25,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13466,Mosavirus,1481451,short,narrow,polyprotein,,5947,5972,26.88,26,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13467,Mosavirus,1481451,short,narrow,polyprotein,,1544,1567,51,24,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13468,Mosavirus,1481451,short,narrow,polyprotein,,6667,6686,24.72,20,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_18385,Mosavirus,1481451,full-length,narrow,polyprotein,,1,2503,3654.44,2503,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13327,Harkavirus,2003390,short,narrow,polyprotein,,7023,7046,54.18,24,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13328,Harkavirus,2003390,short,narrow,polyprotein,,6154,6174,39.76,21,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13329,Harkavirus,2003390,short,narrow,polyprotein,,1879,1908,60.88,30,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13330,Harkavirus,2003390,short,narrow,polyprotein,,6718,6747,65.64,30,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13331,Harkavirus,2003390,short,narrow,polyprotein,,1102,1123,37.44,22,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13332,Harkavirus,2003390,short,narrow,polyprotein,,6891,6911,31.44,21,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13333,Harkavirus,2003390,short,narrow,polyprotein,,1180,1209,68.86,30,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13334,Harkavirus,2003390,short,narrow,polyprotein,,4817,4857,85.2,41,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13335,Harkavirus,2003390,short,narrow,polyprotein,,4665,4684,36.64,20,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13336,Harkavirus,2003390,short,narrow,polyprotein,,7121,7180,117.04,60,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13337,Harkavirus,2003390,short,narrow,polyprotein,,5294,5314,38.24,21,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13338,Harkavirus,2003390,short,narrow,polyprotein,,5159,5183,44,25,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13339,Harkavirus,2003390,short,narrow,polyprotein,,5085,5105,42.26,21,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13340,Harkavirus,2003390,short,narrow,polyprotein,,871,892,37.84,22,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13341,Harkavirus,2003390,short,narrow,polyprotein,,6246,6273,56.96,28,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13342,Harkavirus,2003390,short,narrow,polyprotein,,1056,1080,52.28,25,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13343,Harkavirus,2003390,short,narrow,polyprotein,,6328,6352,50.26,25,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13344,Harkavirus,2003390,short,narrow,polyprotein,,625,649,43.84,25,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13345,Harkavirus,2003390,short,narrow,polyprotein,,1341,1363,46.64,23,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13346,Harkavirus,2003390,short,narrow,polyprotein,,7188,7247,122.88,60,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13347,Harkavirus,2003390,short,narrow,polyprotein,,4906,4957,109.2,52,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13348,Harkavirus,2003390,short,narrow,polyprotein,,1730,1755,49.12,26,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13349,Harkavirus,2003390,short,narrow,polyprotein,,1365,1411,94.96,47,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13350,Harkavirus,2003390,short,narrow,polyprotein,,5026,5085,131.2,60,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13351,Harkavirus,2003390,short,narrow,polyprotein,,1512,1571,124.52,60,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13352,Harkavirus,2003390,short,narrow,polyprotein,,1635,1673,84.96,39,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_18378,Harkavirus,2003390,full-length,narrow,polyprotein,,1,2420,4837.66,2420,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13429,Livupivirus,2560168,short,narrow,polyprotein,,4927,4951,43.44,25,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13430,Livupivirus,2560168,short,narrow,polyprotein,,1730,1755,51.6,26,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13431,Livupivirus,2560168,short,narrow,polyprotein,,1188,1208,43.26,21,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13432,Livupivirus,2560168,short,narrow,polyprotein,,5824,5850,47.92,27,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13433,Livupivirus,2560168,short,narrow,polyprotein,,1869,1890,38.4,22,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13434,Livupivirus,2560168,short,narrow,polyprotein,,625,649,47.14,25,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13435,Livupivirus,2560168,short,narrow,polyprotein,,4294,4331,75.28,38,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13436,Livupivirus,2560168,short,narrow,polyprotein,,1544,1582,94.08,39,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13437,Livupivirus,2560168,short,narrow,polyprotein,,7023,7045,54.16,23,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13438,Livupivirus,2560168,short,narrow,polyprotein,,6035,6055,30.64,21,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13439,Livupivirus,2560168,short,narrow,polyprotein,,5062,5106,108.82,45,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13440,Livupivirus,2560168,short,narrow,polyprotein,,4014,4035,40.88,22,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13441,Livupivirus,2560168,short,narrow,polyprotein,,911,930,37.1,20,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13442,Livupivirus,2560168,short,narrow,polyprotein,,1365,1384,40.26,20,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13443,Livupivirus,2560168,short,narrow,polyprotein,,6714,6747,79.92,34,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13444,Livupivirus,2560168,short,narrow,polyprotein,,497,529,67.04,33,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13445,Livupivirus,2560168,short,narrow,polyprotein,,4710,4732,40.8,23,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13446,Livupivirus,2560168,short,narrow,polyprotein,,6328,6352,56.54,25,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13447,Livupivirus,2560168,short,narrow,polyprotein,,375,422,100.16,48,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_18383,Livupivirus,2560168,full-length,narrow,polyprotein,,1,2354,4879.94,2354,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13598,Rosavirus,1511804,short,narrow,polyprotein,,7023,7045,57.26,23,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13599,Rosavirus,1511804,short,narrow,polyprotein,,4710,4729,20.16,20,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13600,Rosavirus,1511804,short,narrow,polyprotein,,4005,4035,49.6,31,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13601,Rosavirus,1511804,short,narrow,polyprotein,,3967,4003,59.6,37,7,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13602,Rosavirus,1511804,short,narrow,polyprotein,,6717,6745,61.7,29,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13603,Rosavirus,1511804,short,narrow,polyprotein,,1365,1384,33.68,20,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13604,Rosavirus,1511804,short,narrow,polyprotein,,6891,6912,42.1,22,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13605,Rosavirus,1511804,short,narrow,polyprotein,,4927,4951,41.32,25,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13606,Rosavirus,1511804,short,narrow,polyprotein,,6112,6136,47.3,25,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13607,Rosavirus,1511804,short,narrow,polyprotein,,1777,1798,24.88,22,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13608,Rosavirus,1511804,short,narrow,polyprotein,,1823,1877,74.4,55,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13609,Rosavirus,1511804,short,narrow,polyprotein,,911,930,35.5,20,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13610,Rosavirus,1511804,short,narrow,polyprotein,,2837,2856,24.8,20,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13611,Rosavirus,1511804,short,narrow,polyprotein,,6328,6352,50.02,25,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13612,Rosavirus,1511804,short,narrow,polyprotein,,1544,1581,74.68,38,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_18393,Rosavirus,1511804,full-length,narrow,polyprotein,,1,2468,3985.96,2468,8,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13479,Parechovirus,138954,short,narrow,polyprotein,,5046,5079,75.94,34,8,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13480,Parechovirus,138954,short,narrow,polyprotein,,1635,1655,42.94,21,8,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13481,Parechovirus,138954,short,narrow,polyprotein,,4336,4356,34.48,21,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13482,Parechovirus,138954,short,narrow,polyprotein,,4666,4686,21,21,8,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13483,Parechovirus,138954,short,narrow,polyprotein,,4976,5002,38.84,27,9,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13484,Parechovirus,138954,short,narrow,polyprotein,,4282,4305,24,24,9,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13485,Parechovirus,138954,short,narrow,polyprotein,,1056,1087,56.7,32,10,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13486,Parechovirus,138954,short,narrow,polyprotein,,1841,1863,23,23,11,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13487,Parechovirus,138954,short,narrow,polyprotein,,5808,5831,31.44,24,10,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13488,Parechovirus,138954,short,narrow,polyprotein,,6723,6747,47.52,25,7,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13489,Parechovirus,138954,short,narrow,polyprotein,,4443,4466,41.96,24,7,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13490,Parechovirus,138954,short,narrow,polyprotein,,1365,1384,43.96,20,7,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13491,Parechovirus,138954,short,narrow,polyprotein,,1730,1755,42.42,26,10,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13492,Parechovirus,138954,short,narrow,polyprotein,,7027,7046,43.18,20,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13493,Parechovirus,138954,short,narrow,polyprotein,,6891,6910,32.5,20,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13494,Parechovirus,138954,short,narrow,polyprotein,,4925,4951,27,27,9,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_18387,Parechovirus,138954,full-length,narrow,polyprotein,,1,2254,3237.4,2254,11,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13222,Avihepatovirus,691955,short,narrow,polyprotein,,3562,3600,51.12,39,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13223,Avihepatovirus,691955,short,narrow,polyprotein,,1544,1581,80.3,38,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13224,Avihepatovirus,691955,short,narrow,polyprotein,,1056,1087,63.24,32,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13225,Avihepatovirus,691955,short,narrow,polyprotein,,6751,6773,49.18,23,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
